p0199-p0247,1.0948168051091978,0.45,2
p0037-p0274,1.2520754916797967,0.354,2
p0294-p0052,1.419001580368557,0.263,2
p0175-p0318,0.7478494010222232,0.704,2
p0341-p0252,1.6582916948297095,0.138,2
p0025-p0358,1.1702602188246067,0.348,2
p0264-p0143,1.6488766058308224,0.096,2
p0399-p0195,1.5554309464359857,0.065,2
p0320-p0314,0.9790328493861352,0.525,2
p0154-p0043,1.4613859490879249,0.114,2
p0083-p0323,0.7649587839154407,0.738,2
p0154-p0255,2.302368274413634,0.07,2
p0145-p0242,1.776517710565281,0.095,2
p0113-p0142,1.5735206482594264,0.058,2
p0079-p0206,1.5247631676700346,0.07,2
p0189-p0031,1.8392168635492867,0.021,2
p0034-p0346,2.232026008778323,0.015,2
p0361-p0070,1.5642932551131055,0.118,2
p0174-p0254,1.7069365017969282,0.08,2
p0196-p0222,1.4478474128651864,0.248,2
p0118-p0207,0.8423850666685488,0.645,2
p0185-p0143,1.3089674077542528,0.296,2
p0398-p0012,1.847557892154958,0.112,2
p0234-p0112,1.870191866185551,0.028,2
p0208-p0190,1.5994525970428117,0.13,2
p0145-p0172,1.3964887658045118,0.113,2
p0293-p0032,0.5005732245308544,0.837,2
p0203-p0259,1.4934213531030274,0.302,2
p0206-p0232,1.1476647324326208,0.263,2
p0031-p0378,1.030071831131705,0.499,2
p0201-p0103,1.2122400749352378,0.324,2
p0320-p0082,1.1671585563154172,0.305,2
p0368-p0288,1.0809716914008027,0.431,2
p0354-p0300,1.5802704145457587,0.053,2
p0132-p0304,0.7982385944372351,0.675,2
p0064-p0381,0.9932607620458532,0.547,2
p0138-p0230,2.0565824569470066,0.034,2
p0350-p0328,0.39997173951440046,0.908,2
p0398-p0058,1.6278708074858086,0.082,2
p0392-p0123,1.3140633750855695,0.279,2
p0310-p0160,1.7908246961505605,0.034,2
p0159-p0305,1.1862067835145436,0.353,2
p0086-p0027,1.546554914776141,0.108,2
p0112-p0106,1.0883650261500148,0.397,2
p0214-p0183,2.2094216487045206,0.014,2
p0265-p0131,1.4359781110491627,0.204,2
p0233-p0028,0.5471456980484143,0.869,2
p0070-p0221,1.5411919817250281,0.092,2
p0169-p0234,2.242143699551427,0.024,2
p0277-p0258,0.7904224033316355,0.709,2
p0319-p0357,0.8817411388082064,0.589,2
p0110-p0131,0.9337129575871851,0.564,2
p0191-p0334,0.9451311299575069,0.579,2
p0089-p0303,2.6873977211331592,0.005,2
p0350-p0345,0.04976755547101223,0.888,2
p0254-p0082,0.6616465712203691,0.801,2
p0004-p0257,0.07011140918347702,0.904,2
p0370-p0250,1.4444806083093045,0.27,2
p0073-p0392,0.7167068833906257,0.758,2
p0379-p0109,0.7218125102163482,0.692,2
p0166-p0316,1.1553045066688523,0.321,2
p0202-p0139,0.7641972207344774,0.691,2
p0300-p0103,1.6848909573222002,0.039,2
p0001-p0360,1.3444202247540238,0.29,2
p0379-p0168,-1.789894827358858,0.992,2
p0038-p0246,1.5419220994231173,0.211,2
p0118-p0261,1.5457262638445664,0.127,2
p0141-p0025,1.2573346619163763,0.22,2
p0334-p0337,2.420546275342378,0.003,2
p0292-p0087,1.566847921827858,0.048,2
p0066-p0357,0.8833982441472032,0.585,2
p0021-p0117,1.3757800759954515,0.246,2
p0189-p0133,1.144882473397158,0.288,2
p0090-p0344,0.9772590273762135,0.527,2
p0165-p0190,1.439150029304252,0.115,2
p0380-p0152,1.207263329727556,0.376,2
p0024-p0368,1.3663573727798612,0.272,2
p0134-p0073,0.9494098796572468,0.535,2
p0066-p0395,0.8871261600934216,0.602,2
p0363-p0213,2.8822169960607913,0.026,2
p0291-p0013,1.4084440523719797,0.122,2
p0254-p0388,0.17059168266814925,0.867,2
p0163-p0092,1.5067058245112204,0.058,2
p0264-p0333,0.7144991333805448,0.79,2
p0393-p0034,1.8551181370964918,0.047,2
p0213-p0198,1.7733698530444202,0.158,2
p0033-p0306,0.9164901907214537,0.602,2
p0388-p0362,0.8911237737947105,0.585,2
p0241-p0230,2.015214912698349,0.037,2
p0151-p0320,1.3919728726567868,0.161,2
p0279-p0362,1.05362379122598,0.52,2
p0114-p0200,1.2282498745652004,0.224,2
p0115-p0027,1.8386150237359618,0.084,2
p0393-p0394,1.6687613330309103,0.15,2
p0235-p0368,0.8094304027314554,0.667,2
p0087-p0113,2.066172473532724,0.011,2
p0187-p0362,2.736635609036474,0.011,2
p0326-p0071,2.2023529121277035,0.004,2
p0271-p0056,1.2882712191802257,0.235,2
p0018-p0363,2.5204323206021995,0.028,2
p0228-p0397,1.8946750147901894,0.03,2
p0106-p0318,1.6626634576015737,0.153,2
p0114-p0293,1.7599055946426427,0.07,2
p0082-p0252,0.8151419787717075,0.679,2
p0271-p0054,1.1686515524327712,0.311,2
p0344-p0273,0.12349817063813097,0.952,2
p0304-p0213,1.6837798042627448,0.049,2
p0343-p0268,1.1791651802809378,0.332,2
p0235-p0169,1.296109829846391,0.273,2
p0149-p0034,1.289712306528397,0.248,2
p0271-p0040,0.7701020770301163,0.758,2
p0106-p0356,0.9472417371502044,0.57,2
p0021-p0172,1.572262395467733,0.081,2
p0368-p0043,0.85162055514554,0.646,2
p0250-p0066,1.250210317405803,0.299,2
p0003-p0214,1.0901887370869836,0.407,2
p0238-p0113,1.9358726418336591,0.017,2
p0379-p0050,-0.3576955765844651,0.95,2
p0316-p0097,1.4681659687108808,0.104,2
p0215-p0321,0.741427878171076,0.712,2
p0186-p0113,1.296609206055075,0.206,2
p0088-p0014,0.9203825087033192,0.586,2
p0202-p0288,1.9437092173179424,0.098,2
p0346-p0127,2.0689548593603484,0.036,2
p0079-p0316,1.1731660895689489,0.317,2
p0136-p0354,1.8528429665529416,0.015,2
p0116-p0201,0.9484731341703069,0.515,2
p0332-p0079,1.3910184143033426,0.148,2
p0334-p0187,2.2783126004467666,0.041,2
p0254-p0247,1.3084671100051868,0.229,2
p0026-p0258,0.8851669236905333,0.657,2
p0116-p0252,1.8245457042654092,0.026,2
p0013-p0343,0.9239843016888956,0.573,2
p0377-p0345,-0.41572599086520895,0.921,2
p0263-p0000,1.2279788614289897,0.327,2
p0100-p0021,1.1971655282527693,0.32,2
p0120-p0171,1.5649062704745687,0.166,2
p0396-p0221,1.4214306654642381,0.124,2
p0017-p0189,2.123830131100087,0.022,2
p0236-p0082,0.7356341140228623,0.767,2
p0170-p0230,2.212542351391816,0.017,2
p0258-p0147,2.3021456766131205,0.013,2
p0362-p0025,1.206592101971699,0.331,2
p0314-p0172,1.4204517694179384,0.163,2
p0333-p0217,1.5096592646153841,0.168,2
p0367-p0073,0.2748885108235911,0.885,2
p0062-p0241,1.8576059878504692,0.048,2
p0195-p0167,0.5139993917369807,0.877,2
p0056-p0022,1.2298765213645169,0.23,2
